date,channel,impressions,clicks,conversions,cost,revenue,companies_observed,ctr,conversion_rate,cpa,roas,profit,profit_margin
2026-01-04,SEO,2605,110,2,1033.85,732.72,6,0.04222648752399232,0.01818181818181818,516.925,0.7087295062146347,-301.1299999999999,-0.41097554318156987
2026-01-05,Content,1776,91,1,952.02,259.48,6,0.051238738738738736,0.01098901098901099,952.02,0.27255729921640304,-692.54,-2.66895329119778
2026-01-05,LinkedIn Ads,2110,112,1,1412.51,718.08,6,0.05308056872037915,0.008928571428571428,1412.51,0.5083716221478078,-694.43,-0.967064950980392
2026-01-05,Outbound Sales,1736,48,0,1139.67,0.0,6,0.027649769585253458,0.0,,0.0,-1139.67,
2026-01-05,Paid Search,2356,151,2,2483.43,932.99,6,0.06409168081494057,0.013245033112582781,1241.715,0.37568604712031345,-1550.4399999999998,-1.6617970181888335
2026-01-05,Partnerships,2368,59,0,940.5999999999999,0.0,6,0.02491554054054054,0.0,,0.0,-940.5999999999999,
2026-01-05,Referral,4159,257,9,438.39,4152.37,6,0.0617937004087521,0.03501945525291829,48.71,9.47186295307831,3713.98,0.894424148137088
2026-01-05,SEO,1876,68,1,1091.04,233.88,6,0.03624733475479744,0.014705882352941176,1091.04,0.2143642762868456,-857.16,-3.6649563878912264
2026-01-06,Content,1945,126,2,958.81,918.8000000000001,6,0.06478149100257069,0.015873015873015872,479.405,0.9582711903296797,-40.00999999999988,-0.04354592947322581
2026-01-06,LinkedIn Ads,2020,89,1,1257.43,311.11,6,0.04405940594059406,0.011235955056179775,1257.43,0.24741735126408626,-946.32,-3.041753720549002
2026-01-06,Outbound Sales,2023,188,1,1430.08,674.93,6,0.09293129016312407,0.005319148936170213,1430.08,0.47195261803535465,-755.15,-1.1188567703317382
2026-01-06,Paid Search,2855,109,1,1970.79,300.48,6,0.03817863397548161,0.009174311926605505,1970.79,0.15246677728220664,-1670.31,-5.55880591054313
2026-01-06,Partnerships,2615,119,2,1053.33,940.04,6,0.04550669216061185,0.01680672268907563,526.665,0.89244586217045,-113.28999999999996,-0.12051614824901065
2026-01-06,Referral,2859,243,6,550.51,3203.44,6,0.08499475341028331,0.024691358024691357,91.75166666666667,5.819040526057655,2652.9300000000003,0.8281503633593887
2026-01-06,SEO,1903,144,2,1196.27,704.52,6,0.07566999474513926,0.013888888888888888,598.135,0.5889305925919733,-491.75,-0.6979929597456425
2026-01-07,Content,2433,121,2,1069.58,652.38,6,0.049732840115084255,0.01652892561983471,534.79,0.609940350417921,-417.19999999999993,-0.6395045832183696
2026-01-07,LinkedIn Ads,2059,95,1,1375.87,256.1,6,0.04613890237979602,0.010526315789473684,1375.87,0.18613677164266976,-1119.77,-4.372393596251464
2026-01-07,Outbound Sales,2364,128,1,1294.51,259.81,6,0.05414551607445008,0.0078125,1294.51,0.20070142370472224,-1034.7,-3.982525691851738
2026-01-07,Paid Search,2533,163,3,2352.8999999999996,1318.21,6,0.06435057244374259,0.018404907975460124,784.2999999999998,0.5602490543584514,-1034.6899999999996,-0.7849204603211928
2026-01-07,Partnerships,2685,152,2,995.6800000000001,665.5799999999999,6,0.05661080074487896,0.013157894736842105,497.84000000000003,0.6684677808131125,-330.10000000000014,-0.4959584122119057
2026-01-07,Referral,2480,138,5,557.85,3048.9300000000003,6,0.055645161290322584,0.036231884057971016,111.57000000000001,5.465501478892175,2491.0800000000004,0.8170341726441736
2026-01-07,SEO,2452,160,3,1345.87,1313.38,6,0.06525285481239804,0.01875,448.6233333333333,0.9758594812277562,-32.48999999999978,-0.024737699675645874
2026-01-08,Content,1665,144,1,1384.41,286.63,6,0.08648648648648649,0.006944444444444444,1384.41,0.20704126667677927,-1097.7800000000002,-3.8299549942434505
2026-01-08,LinkedIn Ads,2184,77,1,2109.41,711.1,6,0.035256410256410256,0.012987012987012988,2109.41,0.3371084805703965,-1398.31,-1.96640416256504
2026-01-08,Outbound Sales,4045,337,3,2072.63,2019.6599999999999,6,0.08331273176761433,0.008902077151335312,690.8766666666667,0.9744430988647274,-52.970000000000255,-0.02622718675420628
2026-01-08,Paid Search,3687,335,5,3776.92,2623.21,6,0.0908597775969623,0.014925373134328358,755.384,0.6945368183599335,-1153.71,-0.4398084789246763
2026-01-08,Partnerships,2453,115,1,1544.3200000000002,691.88,6,0.04688136975132491,0.008695652173913044,1544.3200000000002,0.44801595524243676,-852.4400000000002,-1.2320633635890619
2026-01-08,Referral,2819,281,7,646.98,3611.23,6,0.09968073785030153,0.02491103202846975,92.42571428571429,5.581671767288015,2964.25,0.8208422061181371
2026-01-08,SEO,1910,159,2,1708.55,1365.08,6,0.08324607329842931,0.012578616352201259,854.275,0.7989698867460712,-343.47,-0.2516116271573828
2026-01-09,Content,2013,154,2,942.24,787.44,6,0.07650273224043716,0.012987012987012988,471.12,0.8357106469689252,-154.79999999999995,-0.19658640658335866
2026-01-09,LinkedIn Ads,2009,78,0,1117.78,0.0,6,0.03882528621204579,0.0,,0.0,-1117.78,
2026-01-09,Outbound Sales,2226,45,0,1164.31,0.0,6,0.02021563342318059,0.0,,0.0,-1164.31,
2026-01-09,Paid Search,2854,78,2,1741.22,560.46,6,0.027330063069376315,0.02564102564102564,870.61,0.3218777638667142,-1180.76,-2.106769439389073
2026-01-09,Partnerships,2143,54,0,889.8899999999999,0.0,6,0.025198320111992533,0.0,,0.0,-889.8899999999999,
2026-01-09,Referral,3496,303,9,588.79,3990.96,6,0.08667048054919908,0.0297029702970297,65.4211111111111,6.778240119567249,3402.17,0.8524690801210736
2026-01-09,SEO,1977,143,2,1124.56,737.9300000000001,6,0.07233181588265047,0.013986013986013986,562.28,0.6561944227075479,-386.6299999999999,-0.523938584960633
2026-01-10,Content,2266,91,1,1135.8899999999999,369.82,6,0.040158870255957636,0.01098901098901099,1135.8899999999999,0.325577300618898,-766.0699999999999,-2.0714672002595855
2026-01-10,LinkedIn Ads,2285,129,2,1820.08,957.54,6,0.05645514223194748,0.015503875968992248,910.04,0.5260977539448816,-862.54,-0.9007874344674897
2026-01-10,Outbound Sales,3233,207,2,1254.69,843.1099999999999,6,0.06402721930095887,0.00966183574879227,627.345,0.6719667806390422,-411.58000000000015,-0.4881688035962095
2026-01-10,Paid Search,3168,216,3,3192.13,1760.1799999999998,6,0.06818181818181818,0.013888888888888888,1064.0433333333333,0.5514123798216237,-1431.9500000000003,-0.8135247531502462
2026-01-10,Partnerships,2343,121,1,1112.98,323.59,6,0.051643192488262914,0.008264462809917356,1112.98,0.29074197200309077,-789.3900000000001,-2.4394758799715697
2026-01-10,Referral,2789,232,6,407.19000000000005,2879.92,6,0.08318393689494442,0.02586206896551724,67.86500000000001,7.072668778702816,2472.73,0.8586106558515514
2026-01-10,SEO,2449,157,2,1406.18,988.61,6,0.06410779910167415,0.012738853503184714,703.09,0.7030465516505711,-417.57000000000005,-0.4223809186635782
2026-01-11,Content,2160,90,1,1136.94,508.2,6,0.041666666666666664,0.011111111111111112,1136.94,0.4469892870336165,-628.74,-1.237190082644628
2026-01-11,LinkedIn Ads,3098,169,1,1905.3500000000001,709.96,6,0.05455132343447385,0.005917159763313609,1905.3500000000001,0.3726139554412575,-1195.39,-1.6837427460702012
2026-01-11,Outbound Sales,2176,141,1,1252.3,751.39,6,0.06479779411764706,0.0070921985815602835,1252.3,0.600007985307035,-500.90999999999997,-0.6666444855534409
2026-01-11,Paid Search,3324,315,3,3431.3700000000003,2106.3599999999997,6,0.09476534296028881,0.009523809523809525,1143.7900000000002,0.6138539417200708,-1325.0100000000007,-0.6290520139007582
2026-01-11,Partnerships,1361,55,0,1128.3,0.0,6,0.04041146216017634,0.0,,0.0,-1128.3,
2026-01-11,Referral,2272,172,6,412.57,3095.05,6,0.07570422535211267,0.03488372093023256,68.76166666666667,7.501878469108273,2682.48,0.8667000533109319
2026-01-11,SEO,1973,109,2,1314.98,1223.81,6,0.055245818550430814,0.01834862385321101,657.49,0.9306681470440614,-91.17000000000007,-0.07449685817242879
2026-01-12,Content,1961,102,1,938.81,255.09,6,0.05201427842937277,0.00980392156862745,938.81,0.27171632172644095,-683.7199999999999,-2.680308910580579
2026-01-12,LinkedIn Ads,2294,72,0,1131.07,0.0,6,0.03138622493461203,0.0,,0.0,-1131.07,
2026-01-12,Outbound Sales,2501,179,1,1202.1299999999999,520.39,6,0.07157137145141944,0.00558659217877095,1202.1299999999999,0.432889953665577,-681.7399999999999,-1.3100559195987622
2026-01-12,Paid Search,2713,130,2,2027.71,1016.74,6,0.04791743457427202,0.015384615384615385,1013.855,0.501422787282205,-1010.97,-0.9943249995082322
2026-01-12,Partnerships,1523,93,0,846.48,0.0,6,0.06106369008535785,0.0,,0.0,-846.48,
2026-01-12,Referral,3413,192,8,565.22,3589.8,6,0.05625549370055669,0.041666666666666664,70.6525,6.351155302360143,3024.58,0.8425483313833639
2026-01-12,SEO,2412,94,1,1241.98,728.39,6,0.03897180762852405,0.010638297872340425,1241.98,0.5864748224609092,-513.59,-0.7051030354617719
2026-01-13,Content,1883,113,1,939.84,286.9,6,0.06001062134891131,0.008849557522123894,939.84,0.3052647259107933,-652.94,-2.275845242244685
2026-01-13,LinkedIn Ads,2032,84,0,1198.21,0.0,6,0.04133858267716536,0.0,,0.0,-1198.21,
2026-01-13,Outbound Sales,2273,190,1,1431.13,647.34,6,0.08358996920369556,0.005263157894736842,1431.13,0.45232788076554886,-783.7900000000001,-1.2107856767695493
2026-01-13,Paid Search,2283,119,1,1995.79,293.04,6,0.052124397722295226,0.008403361344537815,1995.79,0.14682907520330296,-1702.75,-5.810640185640185
2026-01-13,Partnerships,2031,142,1,1011.38,916.89,6,0.06991629739044805,0.007042253521126761,1011.38,0.9065731970179359,-94.49000000000001,-0.1030548920808385
2026-01-13,Referral,3695,300,9,563.02,4329.68,6,0.08119079837618404,0.03,62.55777777777777,7.690099818834145,3766.6600000000003,0.8699626762254947
2026-01-13,SEO,2267,90,1,1159.0,228.99,6,0.03970004411116013,0.011111111111111112,1159.0,0.19757549611734254,-930.01,-4.061356391108782
2026-01-14,Content,1800,99,0,680.49,0.0,6,0.055,0.0,,0.0,-680.49,
2026-01-14,LinkedIn Ads,2109,102,0,1048.46,0.0,6,0.04836415362731152,0.0,,0.0,-1048.46,
2026-01-14,Outbound Sales,1362,74,0,679.88,0.0,6,0.05433186490455213,0.0,,0.0,-679.88,
2026-01-14,Paid Search,2954,133,1,1780.99,522.99,6,0.045023696682464455,0.007518796992481203,1780.99,0.2936512838365179,-1258.0,-2.4053997208359625
2026-01-14,Partnerships,1354,52,0,635.36,0.0,6,0.03840472673559823,0.0,,0.0,-635.36,
2026-01-14,Referral,2847,297,8,293.34,4243.64,6,0.10432033719704953,0.026936026936026935,36.6675,14.46662575850549,3950.3,0.930875380569511
2026-01-14,SEO,2868,77,0,775.74,0.0,6,0.02684797768479777,0.0,,0.0,-775.74,
2026-01-15,Content,1845,129,2,899.45,859.19,6,0.06991869918699187,0.015503875968992248,449.725,0.9552393129134471,-40.25999999999999,-0.046858087268241005
2026-01-15,LinkedIn Ads,2187,78,0,1188.19,0.0,6,0.03566529492455418,0.0,,0.0,-1188.19,
2026-01-15,Outbound Sales,2634,81,0,907.14,0.0,6,0.030751708428246014,0.0,,0.0,-907.14,
2026-01-15,Paid Search,2499,159,3,1918.7,1388.5700000000002,6,0.06362545018007203,0.018867924528301886,639.5666666666667,0.7237035492781572,-530.1299999999999,-0.3817812569766017
2026-01-15,Partnerships,2031,94,0,793.67,0.0,6,0.046282619399310686,0.0,,0.0,-793.67,
2026-01-15,Referral,2527,248,7,472.52,3398.1099999999997,6,0.09814008705975465,0.028225806451612902,67.50285714285714,7.191462795225599,2925.5899999999997,0.8609462318759545
2026-01-15,SEO,2495,97,1,1050.83,423.7,6,0.038877755511022044,0.010309278350515464,1050.83,0.4032050855038398,-627.1299999999999,-1.480127448666509
2026-01-16,Content,2649,89,1,764.01,356.62,6,0.033597583993959984,0.011235955056179775,764.01,0.46677399510477613,-407.39,-1.142364421513095
2026-01-16,LinkedIn Ads,2534,102,1,1161.54,368.35,6,0.04025256511444357,0.00980392156862745,1161.54,0.3171220965270245,-793.1899999999999,-2.1533595764897515
2026-01-16,Outbound Sales,2459,152,1,1258.95,752.98,6,0.0618137454249695,0.006578947368421052,1258.95,0.5981015925970055,-505.97,-0.6719567584796409
2026-01-16,Paid Search,2586,123,1,1926.4099999999999,371.63,6,0.04756380510440835,0.008130081300813009,1926.4099999999999,0.19291324276763513,-1554.7799999999997,-4.183677313456933
2026-01-16,Partnerships,2452,138,1,937.27,376.8,6,0.05628058727569331,0.007246376811594203,937.27,0.40201862857020926,-560.47,-1.4874469214437367
2026-01-16,Referral,2621,233,6,340.87,3766.6499999999996,6,0.08889736741701641,0.02575107296137339,56.81166666666667,11.050107078945052,3425.7799999999997,0.9095031393944221
2026-01-16,SEO,1877,135,1,944.1700000000001,305.28,6,0.07192328183271178,0.007407407407407408,944.1700000000001,0.3233316034188758,-638.8900000000001,-2.092800052410902
2026-01-17,Content,1842,141,2,1025.8899999999999,651.62,6,0.07654723127035831,0.014184397163120567,512.9449999999999,0.6351753111932079,-374.26999999999987,-0.5743684969767654
2026-01-17,LinkedIn Ads,1982,104,1,1589.1399999999999,370.04,6,0.05247225025227043,0.009615384615384616,1589.1399999999999,0.23285550675207978,-1219.1,-3.294508701761971
2026-01-17,Outbound Sales,3318,121,1,1329.23,785.06,6,0.03646775165762507,0.008264462809917356,1329.23,0.5906126103082235,-544.1700000000001,-0.6931572109138157
2026-01-17,Paid Search,3062,178,3,2701.01,1135.3400000000001,6,0.0581319399085565,0.016853932584269662,900.3366666666667,0.42033905835224605,-1565.67,-1.3790318318741521
2026-01-17,Partnerships,2487,217,2,1103.58,957.29,6,0.08725371934057097,0.009216589861751152,551.79,0.8674405117889052,-146.28999999999996,-0.1528168057746346
2026-01-17,Referral,3268,237,6,427.07,3751.7799999999997,6,0.07252141982864137,0.02531645569620253,71.17833333333333,8.784929870981337,3324.7099999999996,0.8861686985910687
2026-01-17,SEO,2564,157,2,1169.93,494.53999999999996,6,0.06123244929797192,0.012738853503184714,584.965,0.42270905096886136,-675.3900000000001,-1.3656933716180697
2026-01-18,Content,2267,78,1,1138.1599999999999,343.0,6,0.03440670489633877,0.01282051282051282,1138.1599999999999,0.30136360441414217,-795.1599999999999,-2.3182507288629735
2026-01-18,LinkedIn Ads,2629,93,1,1780.79,690.16,6,0.03537466717383035,0.010752688172043012,1780.79,0.38755833085316066,-1090.63,-1.5802567520574942
2026-01-18,Outbound Sales,3697,173,2,1406.84,1311.9,6,0.04679469840411144,0.011560693641618497,703.42,0.932515424639618,-94.93999999999983,-0.07236832075615506
2026-01-18,Paid Search,3203,237,4,3044.62,2029.35,6,0.07399313143927568,0.016877637130801686,761.155,0.6665363822086171,-1015.27,-0.5002931973291941
2026-01-18,Partnerships,2201,98,1,1198.86,647.07,6,0.044525215810995,0.01020408163265306,1198.86,0.5397377508633202,-551.7899999999998,-0.8527516342899529
2026-01-18,Referral,2677,212,6,478.48,2673.7,6,0.07919312663429212,0.02830188679245283,79.74666666666667,5.5879033606420325,2195.22,0.8210420017204623
2026-01-18,SEO,2279,82,1,1257.46,256.29,6,0.035980693286529176,0.012195121951219513,1257.46,0.20381562833012581,-1001.1700000000001,-3.9063950993015726
2026-01-19,Content,1997,79,1,1112.31,363.47,6,0.039559339008512766,0.012658227848101266,1112.31,0.32677041472251445,-748.8399999999999,-2.0602525655487383
2026-01-19,LinkedIn Ads,2872,245,2,1796.84,880.0899999999999,6,0.08530640668523677,0.00816326530612245,898.42,0.4897987578192827,-916.75,-1.0416548307559454
2026-01-19,Outbound Sales,2369,150,1,1357.02,570.76,6,0.06331785563528915,0.006666666666666667,1357.02,0.42059807519417547,-786.26,-1.3775667531011284
2026-01-19,Paid Search,1938,141,2,3074.12,956.63,6,0.07275541795665634,0.014184397163120567,1537.06,0.3111882424889074,-2117.49,-2.2134890187428784
2026-01-19,Partnerships,2346,135,1,1171.43,281.51,6,0.05754475703324808,0.007407407407407408,1171.43,0.2403131215693639,-889.9200000000001,-3.1612376114525245
2026-01-19,Referral,3158,343,8,411.36,4338.67,6,0.10861304623179227,0.023323615160349854,51.42,10.547136328276935,3927.31,0.9051875344287534
2026-01-19,SEO,1750,57,1,1340.71,308.34,6,0.03257142857142857,0.017543859649122806,1340.71,0.2299826211484959,-1032.3700000000001,-3.34815463449439
2026-01-20,Content,1409,65,0,681.72,0.0,6,0.046132008516678494,0.0,,0.0,-681.72,
2026-01-20,LinkedIn Ads,2404,113,1,1001.69,270.68,6,0.047004991680532446,0.008849557522123894,1001.69,0.2702233225848316,-731.01,-2.7006428254765775
2026-01-20,Outbound Sales,1026,105,0,901.0,0.0,6,0.1023391812865497,0.0,,0.0,-901.0,
2026-01-20,Paid Search,2946,167,1,1736.58,255.04,6,0.05668703326544467,0.005988023952095809,1736.58,0.1468633751396423,-1481.54,-5.809049560853199
2026-01-20,Partnerships,2522,98,1,704.45,274.99,6,0.03885804916732752,0.01020408163265306,704.45,0.3903612747533537,-429.46000000000004,-1.5617295174369978
2026-01-20,Referral,2656,151,6,292.3,3513.34,6,0.056852409638554216,0.039735099337748346,48.71666666666667,12.019637358877866,3221.04,0.9168028144159118
2026-01-20,SEO,1827,82,1,885.8199999999999,316.47,6,0.04488232074438971,0.012195121951219513,885.8199999999999,0.3572621977376894,-569.3499999999999,-1.7990646822763607
2026-01-21,Content,2209,66,0,879.62,0.0,6,0.029877772747849706,0.0,,0.0,-879.62,
2026-01-21,LinkedIn Ads,1786,79,0,1167.31,0.0,6,0.044232922732362824,0.0,,0.0,-1167.31,
2026-01-21,Outbound Sales,3376,154,1,1434.5500000000002,820.14,6,0.04561611374407583,0.006493506493506494,1434.5500000000002,0.5717054128472342,-614.4100000000002,-0.7491525837052213
2026-01-21,Paid Search,2718,116,2,1959.12,996.34,6,0.042678440029433405,0.017241379310344827,979.56,0.5085650700314427,-962.7799999999999,-0.9663167191922435
2026-01-21,Partnerships,2484,109,1,1001.31,811.4,6,0.04388083735909823,0.009174311926605505,1001.31,0.8103384566218255,-189.90999999999997,-0.23405225536110424
2026-01-21,Referral,3815,366,10,515.72,5179.2,6,0.09593709043250327,0.0273224043715847,51.572,10.04265880710463,4663.48,0.9004247760271856
2026-01-21,SEO,2095,86,0,1092.33,0.0,6,0.04105011933174224,0.0,,0.0,-1092.33,
2026-01-22,Content,2249,53,0,966.01,0.0,6,0.023566029346376166,0.0,,0.0,-966.01,
2026-01-22,LinkedIn Ads,1686,44,0,1312.68,0.0,6,0.02609727164887307,0.0,,0.0,-1312.68,
2026-01-22,Outbound Sales,2650,168,1,1727.94,721.68,6,0.06339622641509433,0.005952380952380952,1727.94,0.41765339074273405,-1006.2600000000001,-1.3943298969072166
2026-01-22,Paid Search,2721,238,3,2312.17,1916.51,6,0.0874678427048879,0.012605042016806723,770.7233333333334,0.8288793644065964,-395.6600000000001,-0.20644817924247724
2026-01-22,Partnerships,1931,126,1,1152.43,900.56,6,0.06525116519937856,0.007936507936507936,1152.43,0.7814444261256648,-251.87000000000012,-0.27968153149151653
2026-01-22,Referral,3401,350,8,563.15,3687.67,6,0.10291090855630697,0.022857142857142857,70.39375,6.548290863890616,3124.52,0.847288396195972
2026-01-22,SEO,2001,70,1,1243.13,693.57,6,0.03498250874562719,0.014285714285714285,1243.13,0.5579223411871647,-549.5600000000001,-0.7923641449312975
2026-01-23,Content,2641,137,3,1706.09,1118.93,6,0.05187429004165089,0.021897810218978103,568.6966666666666,0.6558446506339056,-587.1599999999999,-0.5247513249264921
2026-01-23,LinkedIn Ads,2619,165,3,2440.5299999999997,1498.1599999999999,6,0.06300114547537228,0.01818181818181818,813.5099999999999,0.6138666601107137,-942.3699999999999,-0.6290182624018796
2026-01-23,Outbound Sales,4399,325,3,1814.49,1895.92,6,0.07388042736985678,0.009230769230769232,604.83,1.0448776240155637,81.43000000000006,0.0429501244778261
2026-01-23,Paid Search,4335,293,5,4041.04,2373.6400000000003,6,0.06758938869665514,0.017064846416382253,808.208,0.587383445845624,-1667.3999999999996,-0.7024654117726359
2026-01-23,Partnerships,2488,140,2,1589.2,767.62,6,0.05627009646302251,0.014285714285714285,794.6,0.4830229046060911,-821.58,-1.0702951981449156
2026-01-23,Referral,2332,199,5,781.33,2458.9,6,0.08533447684391081,0.02512562814070352,156.26600000000002,3.147069740058618,1677.5700000000002,0.6822440928870633
2026-01-23,SEO,2274,141,3,2075.44,1454.47,6,0.06200527704485488,0.02127659574468085,691.8133333333334,0.7008007940484909,-620.97,-0.4269390224617902
2026-01-24,Content,1693,73,0,949.32,0.0,6,0.04311872415829888,0.0,,0.0,-949.32,
2026-01-24,LinkedIn Ads,2255,60,0,1280.0800000000002,0.0,6,0.026607538802660754,0.0,,0.0,-1280.0800000000002,
2026-01-24,Outbound Sales,2690,128,1,1596.8400000000001,806.3,6,0.04758364312267658,0.0078125,1596.8400000000001,0.504934746123594,-790.5400000000002,-0.9804539253379638
2026-01-24,Paid Search,2712,183,3,2249.09,1625.41,6,0.06747787610619468,0.01639344262295082,749.6966666666667,0.7226967351239835,-623.6800000000001,-0.38370626488086085
2026-01-24,Partnerships,2722,172,1,1088.6200000000001,708.49,6,0.06318883174136664,0.005813953488372093,1088.6200000000001,0.6508147930407304,-380.1300000000001,-0.5365354486301854
2026-01-24,Referral,3303,259,8,537.42,4107.63,6,0.0784135634271874,0.03088803088803089,67.1775,7.643239924081724,3570.21,0.8691654311610344
2026-01-24,SEO,2296,132,2,1204.62,1057.34,6,0.05749128919860627,0.015151515151515152,602.31,0.8777373777622819,-147.27999999999997,-0.1392929426674485
2026-01-25,Content,1830,143,2,1267.96,835.8499999999999,6,0.07814207650273224,0.013986013986013986,633.98,0.6592084923814631,-432.1100000000001,-0.5169707483400133
2026-01-25,LinkedIn Ads,2715,208,2,1876.28,767.85,6,0.07661141804788213,0.009615384615384616,938.14,0.4092406250666212,-1108.4299999999998,-1.4435501725597444
2026-01-25,Outbound Sales,2130,164,1,1318.21,560.83,6,0.07699530516431925,0.006097560975609756,1318.21,0.4254481455913701,-757.38,-1.3504627070591801
2026-01-25,Paid Search,2795,247,2,3057.59,925.05,6,0.08837209302325581,0.008097165991902834,1528.795,0.30254219826726275,-2132.54,-2.3053240365385657
2026-01-25,Partnerships,2063,118,1,1205.39,291.72,6,0.057198254968492485,0.00847457627118644,1205.39,0.24201295846157675,-913.6700000000001,-3.132010146716029
2026-01-25,Referral,3651,309,8,564.3299999999999,4530.92,6,0.08463434675431389,0.025889967637540454,70.54124999999999,8.028848368862192,3966.59,0.8754491361577781
2026-01-25,SEO,1867,126,2,1475.67,853.95,6,0.06748794858061061,0.015873015873015872,737.835,0.5786862916505723,-621.72,-0.7280519936764448
2026-01-26,Content,2325,106,3,1058.38,1053.01,6,0.04559139784946237,0.02830188679245283,352.79333333333335,0.9949262079782307,-5.370000000000118,-0.005099666669832308
2026-01-26,LinkedIn Ads,2522,169,1,1401.6,297.85,6,0.06701030927835051,0.005917159763313609,1401.6,0.21250713470319638,-1103.75,-3.7057243578982706
2026-01-26,Outbound Sales,2659,167,1,1379.77,302.55,6,0.0628055660022565,0.005988023952095809,1379.77,0.2192756763808461,-1077.22,-3.5604693439100976
2026-01-26,Paid Search,2513,191,2,2300.96,544.65,6,0.07600477516912058,0.010471204188481676,1150.48,0.23670554898824836,-1756.31,-3.2246580372716425
2026-01-26,Partnerships,2468,127,1,1060.1100000000001,256.96,6,0.05145867098865478,0.007874015748031496,1060.1100000000001,0.24238994066653455,-803.1500000000001,-3.125583748443338
2026-01-26,Referral,3583,367,7,552.85,4260.79,6,0.10242813284956741,0.01907356948228883,78.97857142857143,7.706954870217961,3707.94,0.8702470668584934
